model,metric,point_estimate,bootstrap_lower_95,bootstrap_upper_95,n_bootstrap
CatBoost,r2,0.9199039102441045,0.8922348543052867,0.9449016000775079,2000
CatBoost,rmse_mg_g,10.15538411186204,8.25132451661304,12.168806844131392,2000
CatBoost,mae_mg_g,6.253487837842224,5.288963305093737,7.346082939725731,2000
XGBoost,r2,0.9040241023929543,0.8740392657825609,0.9288340713205139,2000
XGBoost,rmse_mg_g,11.11659512306966,9.234583565391448,13.093846362187378,2000
XGBoost,mae_mg_g,7.132492431127633,6.1494716286327655,8.186385771541818,2000
LightGBM,r2,0.9064937022411713,0.8767113944261073,0.9330499962900558,2000
LightGBM,rmse_mg_g,10.972639939532698,8.90552050611608,13.164854083451491,2000
LightGBM,mae_mg_g,6.794828976550002,5.794247821147863,7.888778223097371,2000
