predicted_p_adsorption_capacity_mg_g,energy_proxy,composite_objective,nearest_training_distance,support_distance_limit,combination_code,Modified or unmodified,Cross-linked or uncross-linked,modified_material_type,cross_linking_agent_type,Adsorbent dosage (g/L),Reactor temperature (℃),Initial P concentration (mg/L),Reaction time (min),Solution pH,Pore volume (cm³/g),BET surface area (m²/g),scenario,initial_p_constraint_mg_l,run
139.55885308890294,0.0,-0.7145870613871118,0.03486507079389132,0.1785714285714285,9,1.0,1.0,8,1,0.5146668502321599,25.0,100.0,2780.784896007387,5.036010379923102,0.09223701778703775,27.666348240475706,Fixed 100 mg/L,100.0,9
139.55885308890294,0.0,-0.7145870613871118,0.03126322873642291,0.1785714285714285,9,1.0,1.0,8,1,0.5044788573013937,25.0,100.0,2799.5427163256786,5.000677769300511,0.09697800915322784,26.098374374773,Fixed 100 mg/L,100.0,10
170.36240350591243,0.0,-0.8723113338756396,0.04848593668544212,0.1785714285714285,9,1.0,1.0,8,1,0.49952774515392323,25.0,150.0,2789.7901621422025,5.0332100948091,0.0984428799950295,33.60791702237608,Fixed 150 mg/L,150.0,1
181.97508120585078,0.003965594022738479,-0.9278064551623654,0.17358719080410395,0.1785714285714285,5,1.0,0.0,12,0,0.9960350368357892,25.50040959326844,150.0,798.809381093552,2.9268538770229195,0.08905511209826925,35.39336465770788,Fixed 150 mg/L,150.0,2
170.36240350591243,0.0,-0.8723113338756396,0.05412285272665838,0.1785714285714285,9,1.0,1.0,8,1,0.5013094016592119,25.0,150.0,2770.632921597202,5.0270817068880485,0.09640665185683008,33.84461086550361,Fixed 150 mg/L,150.0,3
181.97508120585078,0.0038001068641338263,-0.92797194232097,0.1605884756666342,0.1785714285714285,5,1.0,0.0,12,0,0.9999999862012481,25.502895929025982,150.0,761.6899437754237,2.971057355497364,0.08917314551906039,35.319961863123225,Fixed 150 mg/L,150.0,4
170.36240350591243,0.0,-0.8723113338756396,0.03371726129297135,0.1785714285714285,9,1.0,1.0,8,1,0.4988025097323089,25.0,150.0,2838.8327620845766,5.014585753364864,0.09941312411471555,32.66721942437162,Fixed 150 mg/L,150.0,5
170.36240350591243,0.0,-0.8723113338756396,0.06509402027272358,0.1785714285714285,9,1.0,1.0,8,1,0.511143466590033,25.0,150.0,2752.437010682906,5.03263255251885,0.0960657048826847,35.19439369586556,Fixed 150 mg/L,150.0,6
181.97508120585078,0.0038209816286852417,-0.9279510675564185,0.16265559380714567,0.1785714285714285,5,1.0,0.0,12,0,1.0346623789612932,25.502115689617945,150.0,767.0641569964348,2.9149374210593857,0.0889010316078807,34.94983160584584,Fixed 150 mg/L,150.0,7
170.36240350591243,0.0,-0.8723113338756396,0.03781575050380683,0.1785714285714285,9,1.0,1.0,8,1,0.5003256630586017,25.0,150.0,2854.9732422058237,5.021541906609677,0.09032931412757883,33.5833147642457,Fixed 150 mg/L,150.0,8
