Modified or unmodified,Cross-linked or uncross-linked,Adsorbent dosage (g/L) ,Reactor temperature (℃),Initial P concentration (mg/L),Reaction time (min),Solution pH,Pore volume (cm³/g),BET surface area (m²/g),P adsorption capacity (mg/g),Modified material type_1,Modified material type_2,Modified material type_3,Modified material type_4,Modified material type_5,Modified material type_6,Modified material type_7,Modified material type_8,Modified material type_9,Modified material type_10,Modified material type_11,Modified material type_12,Modified material type_13,Modified material type_14,Modified material type_15,Modified material type_16,Modified material type_17,Modified material type_18,Modified material type_19,Modified material type_20,Modified material type_21,Modified material type_22,Modified material type_23,Modified material type_24,Modified material type_25,Modified material type_26,Modified material type_27,Modified material type_28,Modified material type_29,Modified material type_30
1,1,1.0,25.0,100.0,720.0,6.0,9.223,4.3166,94.82,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,1440.0,6.0,0.160857142857143,4.3166,93.67,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,3.0,0.0135,4.3166,78.34,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,4.0,0.0135,4.3166,83.56,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,5.0,0.0135,4.3166,88.92,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,6.0,0.0135,4.3166,95.93,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,7.0,0.0135,4.3166,94.67,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,8.0,0.0135,4.3166,90.34,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,9.0,0.0135,4.3166,85.78,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,10.0,0.0135,4.3166,76.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1.0,25.0,100.0,240.0,11.0,0.0135,4.3166,68.92,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,3.0,0.0085,0.14,45.212,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,4.0,0.0085,0.14,58.435,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,6.0,0.0085,0.14,52.317,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,7.0,0.0085,0.14,38.492,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,10.0,5.0,0.0085,0.14,30.123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,20.0,5.0,0.0085,0.14,45.678,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,30.0,5.0,0.0085,0.14,56.789,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,40.0,5.0,0.0085,0.14,61.234,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,50.0,5.0,0.0085,0.14,64.012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,25.0,60.0,5.0,0.0085,0.14,18.234,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,50.0,60.0,5.0,0.0085,0.14,36.567,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,75.0,60.0,5.0,0.0085,0.14,52.109,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,150.0,60.0,5.0,0.0085,0.14,68.432,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,200.0,60.0,5.0,0.0085,0.14,67.891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,300.0,60.0,5.0,0.0085,0.14,66.234,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,40.0,100.0,60.0,5.0,0.0085,0.14,61.023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,50.0,100.0,60.0,5.0,0.0085,0.14,55.876,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,60.0,100.0,60.0,5.0,0.0085,0.14,51.245,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1.0,26.0,100.0,60.0,5.0,0.0085,0.14,51.234,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.0,26.0,100.0,60.0,5.0,0.0085,0.14,65.51,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,4.0,26.0,100.0,60.0,5.0,0.0085,0.14,64.876,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,6.0,26.0,100.0,60.0,5.0,0.0085,0.14,60.345,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,8.0,26.0,100.0,60.0,5.0,0.0085,0.14,55.678,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0.5,25.0,10.0,2880.0,7.0,0.089,35.2,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0.75,25.0,10.0,2880.0,7.0,0.089,35.2,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1.0,25.0,10.0,2880.0,7.0,0.089,35.2,3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,2.5,25.0,10.0,2880.0,7.0,0.089,35.2,4.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,5.0,25.0,10.0,2880.0,7.0,0.089,35.2,4.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,6.4,25.0,10.0,2880.0,7.0,0.089,35.2,4.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,7.5,25.0,10.0,2880.0,7.0,0.089,35.2,4.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,2880.0,7.0,0.089,35.2,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,25.0,25.0,10.0,2880.0,7.0,0.089,35.2,3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,50.0,25.0,10.0,2880.0,7.0,0.089,35.2,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,5.0,7.0,0.12,70.74,1.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,10.0,7.0,0.12,70.74,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,20.0,7.0,0.12,70.74,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,40.0,7.0,0.12,70.74,5.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,60.0,7.0,0.12,2.13060967741935,6.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,120.0,7.0,0.12,9.825671875,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,180.0,7.0,0.12,9.825671875,7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,240.0,7.0,0.12,9.825671875,7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,420.0,7.0,0.12,35.2,7.43,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,10.0,1440.0,7.0,0.089,35.2,7.53,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,5.0,7.0,0.029,54.4,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,10.0,7.0,0.029,54.4,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,20.0,7.0,0.029,54.4,7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,40.0,7.0,0.029,54.4,9.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,60.0,7.0,0.029,2.13060967741935,10.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,120.0,7.0,0.029,9.825671875,11.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,180.0,7.0,0.029,9.825671875,11.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,240.0,7.0,0.029,9.825671875,11.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,25.0,50.0,1440.0,7.0,0.089,35.2,11.81,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,5.0,7.0,0.12,18.2266666666667,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,10.0,7.0,0.12,18.2266666666667,3.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,20.0,7.0,0.12,18.2266666666667,5.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,40.0,7.0,0.12,18.2266666666667,6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,60.0,7.0,0.12,2.13060967741935,7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,120.0,7.0,0.12,9.825671875,7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,180.0,7.0,0.12,9.825671875,7.85,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,240.0,7.0,0.12,9.825671875,7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,10.0,1440.0,7.0,0.089,35.2,7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,5.0,7.0,0.029,18.2266666666667,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,10.0,7.0,0.029,18.2266666666667,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,20.0,7.0,0.029,18.2266666666667,11.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,40.0,7.0,0.029,18.2266666666667,15.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,60.0,7.0,0.029,2.13060967741935,17.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,120.0,7.0,0.029,9.825671875,19.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,180.0,7.0,0.029,9.825671875,20.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,240.0,7.0,0.029,9.825671875,21.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,35.0,50.0,1440.0,7.0,0.089,35.2,21.15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,1.15,2880.0,7.0,0.089,35.2,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,2.5,2880.0,7.0,0.089,35.2,1.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,5.0,2880.0,7.0,0.089,35.2,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,7.0,0.089,35.2,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,25.0,2880.0,7.0,0.089,35.2,12.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,50.0,2880.0,7.0,0.089,35.2,22.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,100.0,2880.0,7.0,0.089,35.2,35.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,250.0,2880.0,7.0,0.089,35.2,50.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,500.0,2880.0,7.0,0.089,90.045,58.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,1000.0,2880.0,7.0,0.089,90.045,62.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,1149.12,2880.0,7.0,0.089,90.045,62.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.0,0.089,24.6709,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,6.0,0.089,35.2,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.5,0.089,35.2,7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.2,0.089,35.2,7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.0,0.089,24.6709,4.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.2,0.089,35.2,7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.1,0.089,24.6709,7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,4.9,0.089,24.6709,4.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.4,0.089,35.2,7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.5,0.089,35.2,7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,6.0,0.089,35.2,4.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.3,0.089,35.2,7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.2,0.089,35.2,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.0,0.089,24.6709,2.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.3,0.089,35.2,6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.0,2880.0,5.2,0.089,35.2,7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,10.63,2880.0,7.3,0.089,35.2,5.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,9.07,2880.0,8.0,0.089,35.2,2.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,10.0,20.0,100.0,1440.0,7.0,0.089,35.2,22.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,3.0,0.112,28.16,62.51,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,4.0,0.112,28.16,60.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,59.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,6.0,0.112,28.16,52.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,7.0,0.112,28.16,44.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,8.0,0.112,28.16,38.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,9.0,0.112,28.16,22.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,10.0,0.112,28.16,20.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,11.0,0.112,28.16,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,15.0,50.0,2880.0,5.0,0.112,28.16,64.98,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,20.0,50.0,2880.0,5.0,0.112,28.16,62.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,59.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,30.0,50.0,2880.0,5.0,0.112,28.16,58.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,35.0,50.0,2880.0,5.0,0.112,28.16,56.07,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,10.0,2880.0,5.0,0.112,28.16,40.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,25.0,2880.0,5.0,0.112,28.16,85.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,50.0,2880.0,5.0,0.112,28.16,115.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,100.0,2880.0,5.0,0.112,28.16,145.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.5,25.0,200.0,2880.0,5.0,0.112,28.16,174.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.62,25.0,50.0,2880.0,3.0,0.089,20.59,65.39,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.62,25.0,50.0,2880.0,4.0,0.089,20.59,63.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.62,25.0,50.0,2880.0,5.0,0.089,20.59,62.51,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.62,25.0,50.0,2880.0,6.0,0.089,20.59,60.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.62,25.0,50.0,2880.0,7.0,0.089,20.59,52.3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
